en,ko
"You've been runnin' 'round, runnin' 'round, runnin' 'round","넌 달려다녔어, 달리고, 달리고"
"I won't forget your laugh, packing everything when you leave","나는 너의 웃음을 잊지 않을 거야, 네가 떠날 때 모든 걸 챙기며"
I guess I kinda liked the way you numbed all the pain,네가 내 모든 고통을 마비시킨 그 방식을 약간 좋아했나 봐
Do we lose? Do we lose?,우린 지는 걸까? 우린 지는 걸까?
And I'm trying to keep it cool,그리고 난 침착하려 노력하고 있어
Don't show up (don't show up),나타나지 마 (나타나지 마)
Yeah fingers crossed for the both of us,"그래, 우리 둘 다를 위해 행운을 빌어"
"Yeah, on you","그래, 너에게"
"Somehow, it feels like nothing has changed",어쩐지 아무것도 변하지 않은 것 같아
I call it magic,난 그걸 마법이라 불러
Maybe it's in the gutter,아마 빗물받이에 있을지도
"Your glory, GOD, is what our hearts long for","하나님, 당신의 영광이 우리가 간절히 바라는 것"
"Stayed up, late night","늦게까지 깨어 있었어, 새벽까지"
That just ain't right,그건 맞지 않아
(Timeless),(시간을 초월해서)
Help me make these mysteries unfold,이 미스터리를 풀도록 도와줘
Come so easy don't you break my heart 'cause I love you,"너무 쉽게 오지 마, 내 마음을 부수지 마, 난 널 사랑하니까"
"Girl you're so cold, so cold, so cold","넌 너무 차가워, 너무 차가워, 너무 차가워"
La vida da vuelta' y el mundo e' redondo,인생은 돌고 세상은 둥글어
"Yeah, yeah, you shook me all night long","그래, 그래, 넌 밤새 날 흔들었어"
Could take it all the way,끝까지 갈 수도 있어
When you have to purchase mad D batteries,D 배터리를 잔뜩 사야 할 때
"Love who you love, no one can judge","사랑하는 사람을 사랑해, 누구도 판단할 수 없어"
"Move dat body, lemme see you just do it","그 몸을 움직여, 그냥 보여줘"
"Oh, baby, this is not an illusion (this is not an illusion)","오, 베이비, 이건 환상이 아니야 (이건 환상이 아니야)"
Til the life I knew comes to my house and says,내가 알던 삶이 내 집에 와서 말할 때까지
"You could take a lick, but it's too cold to bite me","한 번 핥아볼 수는 있지만, 물기엔 너무 차가워"
It's hard to be anywhere these days when all I want is you,"요즘은 어디에 있어도 힘들어, 내가 원하는 건 너뿐이니까"
Instead of the recipe with a legacy of taking her,그녀를 취하는 유산이 담긴 레시피 대신에
"Never know, no, just want out of here","모르지, 그냥 여기서 벗어나고 싶을 뿐이야"
"Cause if you're down, I'll take it slow","네가 함께해준다면, 천천히 할게"
And you know I got bigger plans,"그리고 넌 알지, 난 더 큰 계획을 가지고 있어"
"I love it, I love it","난 그걸 사랑해, 난 그걸 사랑해"
Move both ya feet and run to the beat,양발로 리듬에 맞춰 달려
I've got my,내겐 있어
"But I know it too well, could you just be honest?","하지만 난 너무 잘 알아, 제발 솔직해줄래?"
Cause I can't give it all away,왜냐면 난 다 줄 수 없으니까
"Good girl, sad boy, big city, wrong choices","착한 여자, 슬픈 소년, 큰 도시, 잘못된 선택들"
I see the way your body moves,네 몸이 움직이는 방식이 보여
(Let them hoes know),(그 여자애들 알게 해)
"You need me, there ain't no leaving me behind","넌 날 필요로 해, 날 뒤에 두고 떠날 순 없어"
"Come into me, come into me","내게 와, 내게 와"
Cause I'm about to fuck it up with you,왜냐면 내가 너와 함께 망칠 것 같으니까
"Second thing second, don't you tell me what you think that I can be","두번째로, 네가 내가 무엇이 될 수 있을지 말하지 마"
Nobody got me the way that you did,아무도 네가 했던 방식으로 날 사로잡지 못했어
He think he hot cause he's BSTA,그는 자신이 BSTA라서 뜨겁다고 생각해
About me abusing my power so you can hurt,네가 그녀를 다치게 하기 위해 내가 권력을 남용한 것에 대한 이야기
This is like a fairy tale with you,너와 함께하는 건 마치 동화 같아
I just can't escape the memories,그 기억에서 도망칠 수 없어
I've been movin' on since we said goodbye,우리가 작별 인사한 이후로 난 계속 앞으로 가고 있어
I'm a educated fool with money on my mind,돈을 생각하는 교육받은 바보야
Though you're far away,비록 네가 멀리 있어도
"Not that I don't wanna try, but I've been here before","시도하고 싶지 않은 건 아니지만, 난 전에 여기에 있었어"
Scared of watching my life go down the drain,내 인생이 물거품 되는 게 두려워
I've got a lot to live without,나는 많은 것을 없이 살아가야 해
"(I know there is beautiful and then there's you) ooh, oh","(아름다움이 있음을 알아, 그리고 너라는 존재가 있어) 오, 오"
Then the rain came and yours was gone,그런데 비가 와서 네 것은 사라졌어
Who should be rudely barging in on a white veil occasion,누가 흰 베일 잔치에 무례하게 난입해야 하는지
I think about us together,우리가 함께 있는 걸 생각해 (그래)
Then we gotta learn to trust right now,그러면 우린 지금 당장 믿는 법을 배워야 해
You walk around so clueless to it all,넌 모든 걸 모르는 듯 걸어 다녀
"But you know, there is a ""Me","하지만 알잖아, ""나""라는 존재가 있어"
Centre of attention,관심의 중심이었어
I wanna love you all over the place,너를 어디서든 사랑하고 싶어
"Oh, darlin', would you mind giving my reflection a break","오, 자기야, 내 거울에 잠시 휴식을 줄 수 있겠니"
Beam me up like Scotty (baby girl),스코티처럼 날 데려가 줘 (베이비 걸)
"It's crazy how some people say, say they don't care",사람들이 관심 없다고 말하는 건 미친 짓이야
Even sell my soul to the devil,악마에게 내 영혼을 팔더라도
A love game,사랑의 게임
I don't know why you're being shy,왜 네가 수줍어하는지 모르겠어
"And I just can't take it, the girl won't break it","난 더 이상 참을 수 없어, 그녀가 끝내지 않아"
When you're lonely,외로울 때
"Yeah, we may never sleep under Northern Lights",우린 오로라 아래에 잠들지 못할지도 몰라
Feeling like I'm walking my last steps,마지막 걸음을 걷는 것 같아
Her game lately ain't really fair,요즘 그녀의 게임은 정말 공정하지 않아
Just wanna fast forward,그냥 빨리 감고 싶어
I wanna take you away,널 데려가고 싶어
Don't make me wait,날 기다리게 하지 마
But does he know the reasons that you cry?,하지만 그가 네가 우는 이유를 알고 있을까?
"I've been working later, I've been drinking stronger","늦게까지 일하고, 술은 더 세게 마셔"
Do you love it when you keep me guessin'? (Me guessin'),널 계속 추측하게 만들 때 그게 좋아? (나를 추측하게)
You can call it fire and ice,불과 얼음이라 불러도 돼
Is a darker side of me that makes you feel so numb?,내 안의 어두운 면이 널 무감각하게 만드는 걸까?
And I know (and I know) now,그리고 이제 난 알아 (그리고 난 알아)
Don't be blind,눈 멀지 마
Am I losin' my mind?,내 정신을 잃어가나?
That I'ma love you like a fool,난 바보처럼 널 사랑할 거야
Someone to help me out,날 도와줄 사람
"We all need a soul to rely on, a shoulder to cry on","우린 모두 의지할 영혼이 필요해, 울 수 있는 어깨가 필요해"
"Wishing this a fairytale, I told her",이게 동화였으면 좋겠다고 그녀에게 말했지
Everyone's gathering around the fire,모두가 불가에 모이고 있어
"Cause in this city's barren cold, I still remember the first fall of snow","이 도시의 메마른 추위 속에서도, 난 첫눈이 내리던 걸 여전히 기억해"
You feel you're not wanted anywhere (anywhere),넌 어디에도 원치 않는다고 느끼지 (어디에도)
Just let me be in your life like that,그냥 네 삶 속에 내가 있게 해줘
One,하나
"Turkey, egg nog, candy cane","칠면조, 에그노그, 사탕 지팡이 (오)"
You don't know how lovely you are,넌 네가 얼마나 사랑스러운지 몰라
From here,여기서부터
You done seen boys come and go,너는 남자들이 왔다 가는 걸 봐왔지
All dem talk dem ah talk,그들이 떠드는 건 전부 말뿐
"From your lips, all the way to your eyebrows","네 입술에서, 네 눈썹까지"
"It's not just something you take, it's given","그건 단순히 네가 가져가는 게 아니야, 주는 거야"
"I've paid enough of petty dues, I've heard enough of shitty news","사소한 빚도 충분히 갚았고, 구린 뉴스도 충분히 들었어"
Met you once under a Pisces moon,물고기 자리 달빛 아래서 널 한 번 만났지
"When we ride, we ride","우리가 함께할 때, 우린 함께해"
"But mine and my baby, ooh","하지만 나와 내 베이비만의 일, 우"
"Honestly (Okay) with the strength of our love (Our love, ooh)","솔직히 (좋아) 우리의 사랑의 힘으로 (우리의 사랑, 오우)"
Do it over and over and over,"계속, 계속, 또 반복해"
Baby you blow my mind,"자기야, 넌 내 마음을 날려버려"
C'mon and show me how you do (how you do),"자, 네가 어떻게 하는지 보여줘 (어떻게 하는지)"
You were the shadow to my light,넌 내 빛의 그림자였지
I sneak in and see your friends,몰래 들어가 네 친구들을 봐
You wanna keep me wantin' you (baby),넌 내가 너를 계속 원하게 만들고 싶어 해 (자기야)
I'm not asking for a lot,난 많은 걸 바라지 않아
(kiss me and free me) yeah,(키스해주고 자유롭게 해줘) 예
Guess you don't know what you got until it's gone,사람은 없어지기 전까지 가진 걸 모르는 법인가 봐
I'll see you soon,곧 보자
I want your love and all your lover's revenge,네 사랑과 네 연인의 복수를 원해
"It's hypnotic, the way you move",최면 같은 네 움직임
I've been thinking about it,내내 그 생각만 했어
"Frightened by the bite, though it's no harsher than the bark",물린 것에 겁나지만 짖는 것보다 더 심하진 않아
I think about her and she knows it,난 그녀를 생각하고 그녀도 알아
"Romeo, save me, they're trying to tell me how to feel","로미오, 날 구해줘, 그들은 내 감정을 좌지우지하려 해"
Make him lose his mind every weekend,매주말 그를 미치게 만들어
Tell me what we've got to fear,우리가 두려워해야 할 것이 무엇인지 말해줘
Lost in a film scene,영화 장면 속에 길 잃고
And I'm well aware I write too many songs about you,그리고 난 네 얘기로 너무 많은 노래를 썼다는 걸 잘 알아
You're a stain in my legacy,넌 내 업적에 남은 얼룩이야
Don't we know everyone's got a father and mother?,우리 모두에게 아버지와 어머니가 있다는 걸 모르나?
"Filter that, baby, bump that track","필터를 걸어, 자기야, 그 트랙을 크게 틀어"
Cause you're my angel sent from above,넌 내 위에서 보내진 천사야
"And if you're under him, you ain't getting over him","네가 아직 그 남자 밑에 있다면, 절대 그를 잊지 못해"
"Just keep me stuck inside your head, like your favorite tune","그냥 네 머릿속에 박혀 있어, 네가 제일 좋아하는 곡처럼"
"I am shooting stars, don't you see me?","나는 별을 쏘아 올려, 내 모습 안 보이니?"
You've lost your life,넌 네 삶을 잃었어
With the best of 'em,그 중 최고들과 함께
If you go away,네가 떠난다면
It made us believe it there was only us (Only us),그건 우리로 하여금 우리만 있는 거라 믿게 했어 (우리만)
"But one thing's for certain, baby","하지만 한 가지 확실한 건, 베이비"
I'm listening to you knowin,널 알면서도 듣고 있어
If he's holding onto you so tight,만약 그가 널 꽉 붙잡고 있다면
Turn around and drop it for a player (drop it),돌아서서 플레이어를 위해 내려와 (내려와)
Now the waves have torn them down,이제 파도가 그것들을 허물어뜨렸어
But my friends keep-ah tellin' me that something's wrong,하지만 내 친구들이 계속 뭔가 잘못됐다고 말해
We said our last goodbyes,우린 마지막 작별을 말했어
"And I'm dying to know, is it killing you","미칠 듯이 알고 싶어, 너도 괴로운지"
"You need some get right, mama","너는 바로잡아야 해, 엄마"
I swear these walls are upside down,이 벽들이 거꾸로 되어 있는 것 같아
And I said,그리고 난 말했지
"Take a bite of my bad girl meat (bad girl meat, oh, take a bite of me, boy)","내 못된 여자 고기를 한 입 베어물어 (못된 여자 고기, 오, 날 한입 베어물어, 얘야)"
Doesn't have to end,끝나지 않아도 돼 (아-아)
(Too late now),(이제 너무 늦었어)
"She said ""you were a hero, you played the part","그녀는 말했어 ""넌 영웅이었고, 연기를 했지"
Coming down,떨어져 내리고 있어
To every word you whisper,네가 속삭이는 모든 말에
Bruises on both my knees for you,너 때문에 무릎 양쪽이 멍들었어
While I bathe in cliffside pools,내가 절벽가의 물웅덩이에서 목욕할 때
You bring me home,넌 날 집으로 데려와
And you should think about the consequence,그리고 넌 그 결과를 생각해야 해
Why can't we be enough clever?,우린 왜 충분히 영리하지 못한 걸까?
And you're nowhere to be found,그리고 넌 어디에서도 찾을 수 없어
It's only fire,그건 단지 불일 뿐
"I promise this, promise this","이걸 약속해, 약속해"
But you're not coming home with me tonight,하지만 오늘 밤 넌 내게 돌아오지 않겠지
But you're cold as a knife,하지만 넌 칼처럼 차가워
Don't you dare look out your window,창밖을 절대 보지 마
"His happiness is never real (real, real, real, real)","그의 행복은 결코 진짜가 아냐 (진짜, 진짜, 진짜, 진짜)"
"Oh, 'cause I feel low","오, 왜냐면 난 기분이 가라앉아"
"If you wanna menage, I got a tricycle","네가 쓰리썸 원한다면, 난 세발자전거가 있어"
"Well, it's all waiting for you",모든 게 널 기다리고 있어
Ripping all the skin from off my bones,뼈에서 피부를 모두 찢어내며
Don't wanna live for nothing,아무 의미 없이 살고 싶지 않아
"From you, from you","너로부터, 너로부터"
"But if I do then I might miss you, babe","하지만 만약 멈춘다면 널 놓칠 수도 있어, 베이비"
Finding you can change,변화를 찾으며
New freezer (new freezer),새 냉동고 (새 냉동고)
"I'ma leave, I'ma leave my door open, girl","난 문을, 난 문을 열어둘 거야, 소녀야"
"I should be making a list, I know",목록을 써야 한다는 걸 알아
"Whenever, baby, I'm yours","언제든, 베이비, 난 네 것이야"
"Something, something for you","무언가, 너를 위한 무언가"
You (you) asked me for a place to sleep,너는 (너는) 나에게 잠잘 곳을 물었어
Did you have to go,정말 가야 했어?
Your words up on the wall as you're praying for my fall,네 말이 벽에 걸려 있고 네가 내 몰락을 기도하고 있어
I was walkin' up the front porch steps after everything that day,그날 모든 일이 끝난 뒤 현관 계단을 올라가고 있었지
That even you,심지어 너조차
"Don't want us to lose what we are, no","우리가 어떤지 잃고 싶지 않아, 아니"
"I've missed you around, yeah","난 네가 그리워, 예"
"Cause I'm out in the club, and I'm sipping that bubb",클럽에서 샴페인을 홀짝이고 있으니까
Straight up tell me yes,솔직하게 말해줘 예스라고
"Under a spell, you're hypnotized","마법에 걸려, 넌 최면에 빠져 있어 (오우)"
Now I know,이제 알아
"Cause I don't see what they see, when death is staring at me","왜냐면 죽음이 날 노려봐도, 난 그들이 보는 걸 보지 못하니까"
Show time (Show time),쇼타임 (쇼타임)
Got so long (got so long),한계가 있어 (한계가 있어)
Love me hopeless,절망적으로 날 사랑해줘
Making me feel sober about what's on my mind,내 머릿속을 맑게 해주는 기분이야
I feel alive when I transform,변신할 때 난 살아 있음을 느껴
"Nothing can bring me down, I feel you reachin' out","아무것도 날 쓰러뜨릴 수 없어, 네가 손을 뻗는 게 느껴져"
We make yo shit better,우린 네 걸 더 좋게 만들어
I wonder what you think of me?,네가 날 어떻게 생각하는지 궁금해
"Questions of science, science and progress",과학과 진보에 대한 질문들
Save it for our children,우리 아이들을 위해 지켜내자
"You're deep in the water, yeah, you're drownin' us","넌 깊은 물속에서 허우적대, 우리를 빠뜨려"
I ain't making this a sad song,이걸 슬픈 노래로 만들진 않을 거야
"Well, boy, I don't give a fuck","글쎄, 난 전혀 신경 안 써"
(I wanna put it on blast),(난 이걸 떠벌리고 싶어)
Let's keep the sleigh bells ringing,썰매 종소리를 계속 울리자
Cause like we hadn't seen each other in a month,우리가 한 달 동안 만나지 않았던 것처럼
It was some type of love,그건 일종의 사랑이었어
A little bit shining through the seams,조금씩 틈새로 빛이 스며들고 있어
I saw the dimples first and then I heard the accent,난 보조개를 먼저 봤고 그 후 악센트를 들었어
Velvet ropes and guitars,벨벳 줄과 기타들
"Ooh, that hold on tight","오, 그 꽉 붙잡아"
All I need,내가 필요한 건 다야
Cause all-,왜냐면 전부-
You say you want a good time,넌 좋은 시간을 원한다고 말하지
And back to the snow,그리고 다시 눈 속으로
Unexpectedly,뜻밖에
"You're all I think about, baby","너는 내가 생각하는 전부야, 자기야"
Don't you buy me nothing (don't you buy me nothing),아무것도 사주지 마 (아무것도 사주지 마)
I remember when we broke up the first time,처음 헤어졌을 때가 기억나
It's the most beautiful time of the year,이건 일 년 중 가장 아름다운 시간이야
I'll get you back on your feet,널 다시 일으켜 세울 거야
The animals inside came out to play,내 안의 야생이 나와 놀러 나왔어
"Justin Bieber, you know I'ma hit 'em with the ether","저스틴 비버, 내가 그들에게 한 방 먹일 거란 걸 알잖아"
A couple of years we've been making plans,몇 년 동안 우린 계획을 세워왔어
He calls me the devil,그는 날 악마라 불러
"Cinderella, I'd die","신데렐라, 널 위해서라면 죽을 거야"
I don't mind,난 개의치 않아
"Cause' today, I swear, I'm not doing anything","왜냐면 오늘은, 맹세할게, 아무것도 안 할 거니까"
"Why did I run away, run away, run away? (Run away)","왜 도망쳤을까, 도망쳤을까, 도망쳤을까? (도망쳐)"
So in on top of your roof,네 옥상 위에 올라가
"Your smile, my ghost","네 미소, 내 유령 같은 그림자"
Every bond you break,네가 끊는 모든 인연
"Yeah, I don't understand","응, 난 이해하지 못해"
This is me and my liquor store blues,이게 나와 내 주류 상점 블루스야
I'll be your gold,난 네 금이 될게
Show me your teeth,네 이빨을 보여줘
I need a man that thinks it right when it's so wrong,틀렸을 때에도 옳다고 생각하는 남자가 필요해
"In the jeans like Billie, you be poppin' like a wheelie","빌리처럼 청바지에, 넌 휠리처럼 튀어"
Lost a couple of pieces when,몇 조각은 잃어버렸지
And all the things you do,네가 하는 모든 것들
"With the wind at your back, running fast and free",바람을 등지고 빠르고 자유롭게 달려
You are not alone (you're always in my heart),넌 혼자가 아니야 (넌 언제나 내 마음속에 있어)
"Cinderella, do not go","신데렐라, 가지 마"
"Like it's the only thing I'll ever do (it's the only thing I'll ever do, ah)","마치 내가 평생 할 유일한 일인 것처럼 (그게 내가 평생 할 유일한 일일 거야, 아)"
Gonna make a difference,변화를 만들 거야
These walls want to cry tears,이 벽들은 눈물을 흘리고 싶어 해
Something that money can't buy,돈으로 살 수 없는 무언가
Go where nobody's been (wanna go where nobody's been),아무도 가보지 못한 곳으로 가 (아무도 가보지 못한 곳에 가고 싶어)
"So I've been thinkin', we need a little time alone","그래서 난 생각했어, 우리에게는 단둘만의 시간이 필요해"
Chestnuts roasting like a hot July,밤하늘처럼 뜨겁게 구워지는 밤밤
"Round and around, and around, and around we go","빙빙 돌고 또 돌고, 우리는 계속 돌아"
We've been doing all this late-night talking,우린 이 모든 늦은 밤의 대화를 나누고 있어
As long as I'm your hooker (get down),내가 네 창녀라면 (엎드려)
"(I'ma leave the door open, hoping) and I'm hoping, hoping","(난 문을 열어둘게, 바라며) 그리고 난 바라고 있어, 바라고 있어"
And I'mma tell ya bout me,내 얘기도 들려줄게
Trying so hard not to cry,울음 참으려 너무 애쓰고 있어
"Burning on my skin, it turns me on again",피부 위에서 타오르며 다시 날 흥분시켜
If you need me,네가 날 필요하면
"Free, free like the wind blow (free like the wind, babe)","바람 불듯 자유롭게 (바람처럼 자유롭게, 베이비)"
"Step on the glass, staple your tongue","유리를 밟고, 네 혀를 스테이플로 고정해 (아)"
"Give you chills, get you crying in the club, babe","전율이 오게 하고, 클럽에서 널 울게 해, 베이비"
All I ever wanted was love,내가 원했던 건 오직 사랑뿐이었어
"Everybody wants you, you can have them all","모두가 널 원해, 넌 다 가질 수 있어"
Bona fide stallion,진짜 씨수말 같아
Now you're in the stars and six-feet's never felt so far,이제 넌 별들 속에 있고 6피트는 이렇게 멀게 느껴진 적이 없어
"Ooh, I need you","오우, 난 네가 필요해"
I don't work harder when it's easy,쉬울 땐 더 열심히 안 해
We don't love anymore,우린 더 이상 사랑하지 않아
And I'ma be strange as Lady Gaga,난 레이디 가가처럼 이상할 거야
But it's not real though,하지만 그건 진짜가 아니야
"Tch, get up off your knees","쳇, 무릎에서 일어나"
You were drivin' the getaway car,넌 도주차를 몰고 있었어
"I'll dance, dance, dance","난 춤추고, 춤추고, 춤출 거야"
"I said I'm sorry, can't you see","미안하다고 했어, 못 보겠어?"
But no one knows you better,하지만 아무도 널 나보다 더 잘 몰라
Your last first kiss,네 마지막 첫 키스
"I don't wanna see, girl, you without me","보고 싶지 않아, 널 나 없이 보는 건"
Where the music don't stop for life,평생 멈추지 않는 음악이 있는 곳으로
Where d'you wanna go?,어디로 가고 싶어?
"And now I see daylight, I only see daylight","그리고 이제 난 햇빛을 봐, 난 오직 햇빛만 봐"
I'm overboard,난 물에 빠졌어
If you're ever in trouble,만약 네가 곤경에 처한다면
Cause I'm bluffin' with my muffin,난 내 머핀으로 허세를 부리고 있으니까
"Yeah, 'cause you're my rock star","그래, 넌 내 록스타니까"
I can make the bad guys good for a weekend,주말 동안 나쁜 남자를 좋은 사람으로 바꿔줄 수 있어
That I've ever known,내가 알았던 모든 것
But it's only 'cause I've got a hard time sharing you,하지만 그게 단지 내가 널 나누기 힘들어해서야
Forgive him when his tongue lies through his brain,"그가 거짓말할 때 용서해줘, 그의 혀가 뇌를 통해 거짓을 말할 때"
"I could tell you can't take, no more",넌 더 이상 참을 수 없다는 걸 알겠어
Feel that ocean (Feel that ocean),그 바다를 느껴 (그 바다를 느껴)
You'll be there for me and care enough to bear me?,넌 내 곁에 있어 내 짐을 감당할 만큼 신경 써줄래?
"That should be me, this is so sad","그건 나여야 해, 이건 너무 슬퍼"
"Oh, shine your light (Oh, shine Your light)","오, 당신의 빛을 비춰주세요 (오, 당신의 빛을 비춰주세요)"
Cause if you cheat on him just means I will be the next to be,"네가 그를 속이면, 그다음 차례는 내가 될 뿐이야"
Or in his arms tonight,혹은 오늘 밤 그의 품에서
Heart to heart and eyes to eyes,"마음과 마음, 눈과 눈"
Same suh wi do it,우리가 하던 대로 해
"Just think about me, think about me","그냥 날 생각해, 날 생각해"
How did I go from growin' up to breaking down?,어떻게 자라다가 무너지는 쪽으로 갔지?
And she makes me laugh,그리고 그녀는 날 웃게 해
Tell him what you do to me,네가 내게 하는 걸 말해줘
"When things are right, then you just know","모든 것이 괜찮을 때, 그땐 너도 알게 돼"
How do I trust?,어떻게 믿을까?
"He's so bad, but he does it so well","그는 정말 나쁜 사람인데, 그걸 너무 잘 해"
"And what a world it is all girls,","이 세상은 모두 여자들이야,"
"I done finally got my wings, they make me wanna sing (glee)","드디어 내 날개를 얻었어, 노래하고 싶게 만들어 (기쁨)"
You're not like anybody I ever knew,넌 내가 알던 누구와도 달라
I've been living on the road,난 길 위에서 살아왔어
Can you feel the warmth? Yeah,따뜻함을 느낄 수 있니? 그래
"Shouldn't have did you wrong (woah, oh)","널 잘못 대하지 말았어야 했어 (워오, 오)"
"Hold your drink, baby, don't you fall","음료 잡아, 자기야, 넘어지지 마"
"Now I can live in a stadium, pack it the fastest","이제 난 경기장에 살 수 있어, 가장 빠르게 꽉 채워"
"Cause your love is alright, alright","네 사랑은 괜찮아, 괜찮아 (오)"
When the war has took its part,전쟁이 제 몫을 가져가도
"I love you, we love you and we'll be back","널 사랑해, 우린 널 사랑해 그리고 우리는 돌아올 거야"
"Don't need no trick, old dogs don't change","속임수 필요 없어, 늙은 개는 안 변해"
I met somebody cute and funny,귀엽고 웃긴 사람을 만났어
I'm just tryna hold on,그냥 버티려 애쓰고 있어
You got me tied up,넌 날 사로잡았어
If you're coming with me,넌 나와 함께 올 거라면
"No-no, don't be shy, just take my hand and hold on tight","아니, 아니, 부끄러워하지 마, 그냥 내 손을 잡고 꽉 붙잡아"
All he needs is his life in a suitcase,그가 필요한 건 여행가방에 든 그의 삶뿐
Remember once upon a time,한때 그 옛날을 기억해
I'll give it to you all night,밤새 너에게 줄게
"Those guys, those guys","그 남자들, 그 남자들"
Every time I see you cry?,네가 울 때마다?
Live fast for the moment,순간을 위해 빠르게 살아
Ohh,오오
Say you'll remember me,나를 기억해달라 말해줘
I can't stand another day knowing that you are the one,널 그 사람이라고 알면서 하루 더 견딜 수가 없어
I kiss his fingertips,난 그의 손끝에 입맞춤을 해
"Baby, I love the way (I love the way you make me feel)","베이비, 난 네가 날 느끼게 하는 방식이 좋아"
"Yeah, pull up, pull up, hop out, hop out","그래, 차 대라고, 내려, 뛰어 내려"
"Like a see-saw, let you down","시소처럼, 널 실망시켜 (오)"
Make me lose control like that (uhh),그렇게 날 통제 못 하게 만들어 (우)
And clearly I don't see myself upon that list,그리고 분명 난 그 명단에 없어
"Cause I am feeling one thing, your lips on my lips","왜냐면 난 한 가지를 느끼거든, 네 입술이 내 입술에 닿는 것"
You turn me on like a light switch,넌 스위치처럼 날 흥분시켜
Won't you rain on me? (Me),내게 비를 내려줄래? (나에게)
And you will never feel so pretty (pretty),넌 이렇게 예쁘게 느낀 적 없을 거야 (예쁘게)
I'll be there to save the day,내가 와서 그날을 구할게
"And I, left my scarf there at your sister's house",그리고 난 네 누나 집에 내 스카프를 두고 왔어
I won't pretend that I've been doin' everything I can,내가 할 수 있는 모든 걸 하고 있다고 가장하진 않을게
"Tell me, do you feel the love?","말해줘, 사랑을 느끼니?"
I'm saying,내가 말하는 건
Now we know it's nearly over,이제 거의 끝나간다는 걸 알았어
You found me all messed up,넌 엉망진창인 날 찾았어
You don't care,넌 신경 안 써
Erase the past,과거를 지워버려 (아)
"('Round and around and around, 'round)","(빙글빙글 돌고, 돌고)"
Are we too young for this?,우린 이걸 하기엔 너무 어릴까?
My team is losing,내 팀이 지고 있어
The girl was dangerous,그 여자는 위험했어
I will not give you up this time,이번엔 널 포기하지 않을 거야
Who must be in the know,누가 알아야 할까
And we see you over there on the internet,우린 인터넷 저편에서 너를 보고 있어
"Don't show up, don't come out","나타나지 마, 나오지 마"
A fire that's deep inside me,내 안 깊은 곳에 있는 불꽃
She got to shake her little something,그녀는 그녀만의 무언가를 흔들어야 해
On an open sea,넓은 바다 위에서
"Slide across the floor, I'm forever yours, yeah","바닥을 미끄러지듯 지나, 난 영원히 네 것, 응"
"She mumbled something while we got down on the floor, baby","우린 바닥에 쓰러지며 그녀가 무언가 중얼거렸어, 베이비"
Begin to sing about it,그 이야기를 노래하기 시작해
Or with a nasty scar,아니면 흉터를 남기겠지
You have my heart,넌 내 심장을 가졌어
"Seen you lost in a crowd, seen your colors fade","인파 속에서 길을 잃는 걸 봤고, 네 색이 바래는 걸 봤어"
Are we both losing our minds?,우린 둘 다 미쳐가는 걸까?
And everyone is singing,모두가 노래하고 있어
I'm here to stay,난 여기에 남을 거야
I'm singin,노래하고 있어
I'm just trynna say something,그냥 한마디 하려는 거야
"I don't mean to come off selfish, but I want it all (want it all)","이기적으로 보이고 싶진 않지만, 난 전부를 원해 (전부를 원해)"
Mistakes are forgiven,실수는 용서되고
And Batman with his fists,주먹을 휘두르는 배트맨
Sometimes I just can't take it,가끔 난 참을 수가 없어
"You put your arm around me, for the first time",넌 처음으로 내 팔을 감쌌어
I rent a place on Cornelia Street,코넬리아 스트리트에 집을 빌렸어
Know that it's Christmastime,크리스마스 시즌이라는 걸 알아줘
I'm gonna run right to,나는 바로 달려갈 거야
"He'll hit you in the pants, hot pants","그가 네 바지를 강타할 거야, 핫 팬츠"
I don't have any shame,나는 어떤 부끄러움도 없어
"No, I don't need to hear you talk the talk (hey, hey, hey)","아니, 네가 떠드는 소리 들을 필요 없어 (헤이, 헤이, 헤이)"
"It's us over them, fuck the other side","우린 그들보다 위야, 다른 편은 신경 안 써"
"I'll wait on mountain tops in Paris, cold","난 파리의 산꼭대기에서, 추위 속에서 기다릴 거야"
"I'd sell everything I own, take a pile of cash",내가 가진 모든 걸 팔고 현금을 가져갈 거야
"And before I let you walk, you gotta show me how you crawl","네가 걷기 전에, 네가 어떻게 기어가는지 보여줘야 해"
"A love game, a love game","사랑의 게임, 사랑의 게임"
When the flowers that we'd grown together died of thirst,우리가 함께 키운 꽃들이 갈증으로 죽었을 때
It's the most beautiful time of the year,이건 일 년 중 가장 아름다운 시간이야
"Doesn't matter, 'cause you give me temptation","상관없어, 넌 날 유혹하니까"
Everyone's gathering around the fire,모두가 불가 주위에 모여
You can keep me real warm,넌 날 진짜 따뜻하게 해줄 수 있어
You 'bout to break me,넌 날 무너뜨릴 참이야
Do you feel complete?,충분하다고 느껴져?
"I'm gonna ride it, do it just how you like it tonight",오늘 밤 난 네가 원하는 방식 그대로 해줄 거야
"Listen to the rhythm, and make no compromise",리듬을 듣고 절대 타협하지 마
"Make you dance, do a spin, and a twirl, and","널 춤추게 하고, 빙글 돌게 하고, 휘두르게 해"
But it's nothing compared to how far we've come,하지만 우리가 온 거리와 비교하면 아무것도 아니야
"Back in the day I'd shoot Cupid with no hesitation (Bow, bow)","옛날엔 주저 없이 큐피드를 쏘았지 (활, 활)"
