en,ko
"Give you a box of chances, every time you blow it all (blow it all)","네가 모든 걸 망칠 때마다, 기회의 상자를 줘"
You gotta say what you say,넌 하고 싶은 말을 해야 해
Hey baby even though I hate ya,"헤이 베이비, 내가 널 미워해도"
"Let's be bad together, if only for a while",잠깐이라도 같이 못되게 굴어보자
Don't need no hold up,망설임은 필요 없어
I've been listenin' to the radio all night long,밤새 라디오를 들었어요.
Walls of insincerity,불성실의 벽들
"My grandfather died two weeks ago, they told me he be fine","할아버지는 2주 전에 돌아가셨어, 그땐 괜찮을 거라 했지"
I would gladly do it twice,기꺼이 두 번이라도 할 거야
I got it coming and it's ecstacy streetwalking baby,"난 오고 있어, 황홀한 거리 위를 걷는 듯해, 베이비"
I can't stand another day knowing that you are the one,널 그 사람이라고 알면서 하루 더 견딜 수가 없어
I'm afraid you'll run away if I tell you,말하면 네가 도망칠까 봐 두려워
Pneuma,프네우마
"One, two, three, and dance with me tonight (tonight)","하나, 둘, 셋, 오늘 밤 나와 춤춰 (오늘 밤)"
"You say you're sorry, but it's too late now","미안하다고 말하지만, 이제는 너무 늦었어"
Now you're in each other's face,이제 너희는 서로의 얼굴 앞에 서 있어
Christmas time so here's a recital,크리스마스니까 리사이틀을 준비했어
Quit clipping on your wings,날개를 자르지 마
I'm on a roll,난 잘 나가고 있어
"Sequin smile, black lipstick","스팽글 미소, 검은 립스틱"
You said it was love,넌 그게 사랑이라고 말했어
"I smell like Bond Number 9, nine",본드 넘버 9 향이 나
"And when they leave, I go back to our song, I hold on","그들이 떠나면, 나는 우리의 노래로 돌아가, 나는 붙잡아"
"Cause you and I, we're good together, oh","너와 나는 함께라서 좋아, 오"
You told me that you left it all,다 정리했다고 말했지
A world of sweet harmony,달콤한 화음의 세상
"For now, we can stay here for a while",지금은 잠시 여기 머물러도 돼
And I'll never lie to you,난 절대 너에게 거짓말하지 않을 거야
"I shouldn't stay, but I don't wanna go","머물면 안 되지만, 떠나고 싶지 않아"
"Those days, it was so much better",그 시절이 훨씬 좋았어 (오)
"As the years, they pass us by",우린 여전히 서로에게 기대어
Can we both say the words and forget this?,우리 둘 다 그 말을 하고 이 일을 잊을 수 있을까?
"Shot that arrow I'm hit, need you right near me","그 화살을 쐈어, 맞았어, 네가 곁에 필요해"
Got me feeling drunk and high,나를 취하고 도취되게 해
I always think about you and how we don't speak enough,늘 너와 우리가 말을 충분히 하지 않는 걸 생각해
To see me like that,그렇게 날 보는 걸
I made him cry,내가 그를 울렸어
When it was hard to take,힘들었던 순간에
Is this in my head? I don't know what to think,이게 내 머릿속인 건가? 뭘 생각해야 할지 모르겠어
"Falling for you, fool's gold, oh-oh, ooh","너에게 빠지는 건 바보의 황금, 오-오, 우"
Promise I won't let you down,실망하게 하지 않겠다고 약속해
So live a life you will remember,그러니 네가 기억할 삶을 살아라
Teenagers scare the livin' shit out of me,십대들이 날 미치게 무섭게 해
Knock these walls down that's my religion,"이 벽들을 무너뜨려, 그게 내 종교야"
Now let me hear you say you ready,이제 준비됐다고 소리쳐줘
"Uh, I wanna get to know ya (I wanna get to know ya)","어, 널 알고 싶어 (널 알고 싶어)"
My head turns to face the floor,내 머리는 바닥을 향해 숙여지고
"Bendin' like a tulip, blue-eyed and foolish","튤립처럼 구부러져, 푸른 눈에 어리석게"
DJ Khaled!,디제이 칼리드!
I'm not looking for somebody,난 누군가를 찾는 게 아니야
We hopped on a Zoom (hopped on a Zoom),우린 줌에 접속했어 (줌에 접속했어)
"Oh, show me how to love you","오, 널 사랑하는 법을 보여줘"
"I know, you don't listen to me","알아, 넌 내 말을 듣지 않아"
That you're the one for me,네가 내게 딱 한 사람이라고 말해줘
Can't make you happier now,지금 널 더 행복하게 해줄 순 없어
High school when you finally peaked,고등학교 때 네가 정점에 올랐을 때
"That all the nights we slept alone, dryin' your eyes",그게 우리가 혼자 잠들며 네 눈을 말리던 모든 밤들이야
There's nowhere else I'd rather go,내가 가고 싶은 곳은 오직 하나
"Will be frightening, my lion","무서울 거야, 내 사자야"
"Come and come and, if you, if you","오고, 오고, 네가, 네가"
I'm coming off a little shy,난 좀 수줍게 다가가고 있어
I see you tryna' get to me,네가 날 얻으려 애쓰는 걸 봐
"I had to play it real, real smooth",난 진짜 부드럽게 행동해야 했어
"I thought money was enough, it's just a temporary rush","돈이면 충분하다고 생각했어, 잠깐의 흥분일 뿐이더라"
"The force, it's got a lot of power","그 힘, 엄청난 에너지를 가졌지"
But all I found was a new one,하지만 찾은 건 새로운 중독뿐
"Oh baby, love never felt so good","오 베이비, 사랑은 이렇게 좋지 않았어"
"You don't get another chance, life is no Nintendo game","인생은 닌텐도 게임이 아니야, 다시 기회는 없어"
And give me love over,그리고 내게 사랑을 줘
Oh-oh-oh-oh-oh (Gaga),오-오-오-오-오 (가가)
Even though you don't mean to hurt me,네가 날 일부러 아프게 한 건 아니어도
Although my heart is falling too,내 마음도 함께 무너지고 있지만
"Don't be shy with it, I'll supply with it","부끄러워하지 마, 내가 채워줄게"
"Booty so round (round), booty so soft (soft)","엉덩이는 둥글고 (둥글고), 엉덩이는 부드러워 (부드러워)"
What's the point in feeling love for you,널 사랑하는 게 무슨 의미가 있지
It is not living,그건 삶이 아니야
"I gave you the shirt off my back, what you sayin'?","내 등을 벗은 셔츠도 줬어, 뭐라 하는 거야?"
"Puffin' on that gelato, wanna be seein' double","젤라토를 피우며, 두 배로 보고 싶어"
"Maybe one day, I'll see you",언젠가 널 보게 될지도 몰라
"Yep, she's mine (mine, mine)","그래, 그녀는 내 여자야 (내 여자, 내 여자)"
And too old to cry,울기엔 너무 늙었어
"We don't talk anymore (we don't, we don't)","우린 더 이상 대화하지 않아 (우린, 우린)"
One touch and I ignite,한 번의 접촉에 난 불타올라
"Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh","오-오-오-오-오-오, 오-오-오-오"
Mama told you don't talk to strangers,엄마가 낯선 사람과 말하지 말랬지
Is it just our bodies?,그게 단지 우리의 몸뿐일까?
"On the moon, I heard him saying",달에서 그가 말하는 걸 들었어
"You said, ""I remember how we felt, sitting by the water","넌 말했지, ""우리가 물가에 앉아 느꼈던 걸 기억해"
You're a nineteenth floor view,넌 19층의 전망이야
"Show me your teeth, show me your teeth (just need a little guidance)","네 이빨을 보여줘, 네 이빨을 보여줘 (조금만 안내가 필요해)"
"When you sit there addressing, counting your blessings",네가 거기 앉아 축복을 세며
You gotta take your time,넌 네 시간을 써야 해
"I'm so lit, so lit, my girl","난 완전히 불타올라, 내 소녀"
I wasn't looking for nobody when you looked my way,네가 날 쳐다볼 때 난 아무도 찾고 있지 않았어
Guess I never had a love like this,이런 사랑은 한 번도 가져본 적 없는 것 같아
"I won't bite , unless you like (unless you like)","난 물지 않아 (아-아), 네가 좋아한다면 (네가 좋아한다면)"
"Yeah, yeah","예, 예"
You can get whatever you need from me,내게 필요한 건 무엇이든 얻을 수 있어
"I snapped, ""Who's that dude?"" I don't even know his name","난 소리쳤어, ""저 남자 누구야?"" 이름조차 몰라"
"And that line is what we reached, so remember me when I'm gone","그 선이 우리가 닿은 지점이니, 내가 떠나면 날 기억해줘"
"Down the road, whoo","길을 따라, 우후"
And once the water starts to rise,물이 차오르기 시작하면
You amaze me,넌 날 놀라게 해
Every mistake hurts our moments,모든 실수가 우리의 순간들을 아프게 해
It's so absurd,정말 어처구니없어
Gotta believe in me (gotta believe in me),나를 믿어야 해 (날 믿어야 해)
"It's hypnotic, the way you move",네 움직임은 최면 같아
I would need a million words,난 백만 개의 단어가 필요할 거야
"Up and down, it all comes back around","위아래로, 모든 건 다시 돌아와"
Like we dream impossible dreams,우리가 불가능한 꿈을 꾸는 것처럼
Them that I love them,내가 사랑한다고 말했던 사람들
"I hope I don't run out of time, could someone call a referee?","시간이 다 되기 전에, 누군가 심판을 불러줄 수 있을까?"
And I love the riddles that you speak,네가 말하는 수수께끼들이 좋아
And we will drive to the stars,그리고 우린 별들로 달려갈 거야
I can't even fall asleep,잠조차 들 수 없어
Just can't break it,도저히 부술 수 없어
Baby me and you,"자기야, 나랑 너"
"Ooh, you can dance, you can jive","오, 넌 춤출 수 있고, 재즈처럼 흔들 수 있어"
We love them! We love them!,우린 그들을 사랑해! 우린 그들을 사랑해!
"Sneakin' out late, tapping on his window",몰래 나가서 늦게 그의 창을 두드렸지
"Oh, inside you","오, 네 안에서"
"Sleigh bells ring, are you listening?","썰매 방울 소리 울려, 듣고 있니?"
"Just promise me, whatever we say","단지 내게 약속해, 우리가 무슨 말을 하든"
And I wish I could change it,그리고 난 이걸 바꾸고 싶어
Top of all the mountains or valley low,산 꼭대기든 골짜기 아래든
Did you forget all the plans that you made with me?,너는 나와 함께 세운 계획들을 잊었니?
Oh-oh,오-오
Just open the door and you will see,"그저 문을 열어봐, 그러면 알게 될 거야"
Wanna wake up with you and say baby let's do it all over again,"너와 함께 깨어나서 ""자기야, 다시 시작하자""라고 말하고 싶어"
And turn me up when you feel low (turn it up),기분이 저조할 땐 날 크게 틀어 (크게 틀어)
Is it romantic how all my elegies eulogize me?,내 장송시들이 모두 날 찬양하는 게 낭만적일까?
"Whoa-oh, I'm feelin' you, baby","와-오, 네가 느껴져, 베이비"
"And when brotherhood come first, then the line will never be crossed","형제애가 먼저일 때, 그 선은 결코 넘지 않을 거야"
But I was too blind to see,하지만 난 너무 눈이 멀어 보지 못했어
"If you live like that, you live with ghosts (hey!)",그렇게 살면 유령들과 함께 사는 거야 (헤이!)
One day you'll wake up feelin' how I've been feelin,언젠가 넌 내가 느껴온 감정을 깨닫고 일어날 거야
"Xscape, the pressure that I face from relationships, got to go away (Can't take it no more)","엑스케이프, 내가 관계에서 받는 압박은 사라져야 해 (더는 못 견디겠어)"
"I'ma leave the door open, girl","난 문을 열어둘 거야, 소중한 너"
(Too late now),(이제 너무 늦었어)
I can't even stay up,깨어 있을 수도 없어
"All we want is hot, hot","우리가 원하는 건 뜨거움뿐이야, 뜨거움"
"I swam the whole way, I didn't turn around",난 끝까지 헤엄쳐 돌아보지 않았어
She got to have her own money,그녀는 자기 돈을 가져야 해
You notice all your fingers pruning up,네 손가락이 쭈글쭈글해지는 걸 보면
Slip inside the eye of your mind,네 마음의 눈 속으로 미끄러져 들어가
And I could say I never unzipped those blue Levi's inside my head,머릿속에서 그 파란 리바이스 지퍼를 한 번도 내리지 않았다 말할 수도 있어
"I wanna f-, government hooker (back up and turn around)","난 하고 싶어, 정부의 창녀 (뒤로 물러서서 돌아서)"
I love you crazy,난 널 미치도록 사랑해
"My ground is shaking, I wanna let go, go crazy","내 발밑이 흔들려, 놓아버리고 싶어, 미쳐버리고 싶어"
"Wanna go back, wanna go","돌아가고 싶어, 가고 싶어"
"I am half, you are half","난 반쪽, 넌 반쪽"
"And, boy, I'll meet you right there, we'll ride the rollercoaster","그리고, 소년아, 거기서 널 만나 롤러코스터를 탈게"
"Cause when we fall, we know how to land",넘어져도 착지할 줄 아니까
Let's start the Narcos off at episode one,나르코스 1화부터 시작하자
Of a rock 'n' roll band who'll throw it all away,모든 걸 내던질 록앤롤 밴드 속에서
Gyal come whine up pon Demarco!,"자, 데마르코에게 와서 흔들어 줘!"
I'm talking 'bout mentally (Talking 'bout mentally),난 정신적인 걸 말하는 거야 (정신적인 얘기)
"If you didn't know, this is love","모른다면, 이게 사랑이야"
So I turn off the light,그래서 난 불을 껐어
"I used to think that we were forever, ever",난 우리가 영원할 거라 생각했어
"Tell the truth, what you wanna do","솔직하게 말해, 네가 원하는 게 뭐야"
"Baby, take a chance, or you'll never ever know","베이비, 기회를 가져, 그렇지 않으면 절대 알 수 없어"
We are the crowd,우리가 관중이야
I only asked you to show me a real good time,그저 진짜 좋은 시간을 보여달라고 했을 뿐
And then a mighty roar,그리고 거대한 포효가 들려
"What goes on between us, no one has to know","우리 사이에 무슨 일이 벌어지는지, 아무도 알 필요 없어"
Everybody knows but no one's saying nothing,모두가 알지만 아무도 말하지 않아
"Waistline on four deep, senses on forty","허리는 네 겹, 감각은 사십 배"
Don't wanna fly if you're still on the ground,네가 아직 땅에 서 있다면 날고 싶지 않아
"(Could I love him?) That boy is a monster (he ate my heart, mo-mo-mo-monster)","(내가 그를 사랑할 수 있을까?) 그 소년은 괴물이야 (그가 내 심장을 삼켰어, 모-모-모-몬스터)"
"Gave my heart a ride, bump in the night","내 마음을 태워, 밤을 흔들어"
Tangled in the weeds of my messy bed,내 어질러진 침대의 잡초 속에 엉켜
"A real good thing going, yeah (good thing going)","진짜 좋은 일이 계속되고 있어, 그래 (좋은 일이 계속돼)"
Cause it's gon' be me and you tonight,오늘 밤은 너와 나일 테니까 (그래)
But I can't see straight anymore (woo!),하지만 난 더 이상 똑바로 볼 수 없어 (우!)
Have brought me down upon my knees,나를 무릎 꿇게 만들었어.
"Uh, let's go","어, 가자"
"I'm like ooh, ooh-ooh-ooh-ooh",난 오-오오-오-오처럼 느껴
Before it breaks in half and then,반으로 부서지기 전에
"Tread carefully, no panties","조심스레 걸어, 속옷도 없이"
All the things you mean to me,네가 내게 의미하는 모든 것들을
"Quit playin' with your mind, you're spinnin","그만 마음을 갖고 놀아, 넌 빙글빙글 돌아"
"(I will not beg you, please)","(사정하지 않겠어, 제발)"
"It's not your choice, there's no escaping it","그건 네 선택이 아니고, 피할 수도 없어"
"Another moment passing by (Up, up, up all night)","또 다른 순간이 지나가 (밤새, 밤새, 밤새)"
Didn't know that you were cold 'til you felt my fire,내 불꽃을 느끼고서야 네가 차갑다는 걸 알았지
It ain't so funny when the joke's on you,네게 농담이 되었을 때 웃기진 않아
"Talkin' in my sleep at night, makin' myself crazy","밤에 잠꼬대하며, 스스로 미치게 만들어"
"With you, under the mistletoe","너와 함께, 겨우살이 아래에서"
I stay and buy attire,난 옷을 사고 머물러
No boat I float better than he would,보트는 없지만 그보다 내가 더 잘 떠 있어
"If you wanna save it, ooh, better shoot straight like a laser, ooh","만약 널 구하고 싶다면, 오, 레이저처럼 정확히 쏴야 해, 오 (오)"
"See what you wanna see, all I see is him right now","네가 보고 싶은 것을 봐, 내가 보는 건 지금 그뿐이야"
"I know your heart's been broken, but don't you give up","네 심장이 부서진 걸 알아, 하지만 포기하지 마"
"Live for the moment, forget tomorrow","순간을 위해 살아, 내일은 잊어"
Til I can feel sane again,다시 제정신으로 돌아올 때까지
They can't take what's ours,그들은 우리의 것을 뺏을 수 없어
From turning red and faking smiles,붉어지고 웃음을 가장하느라
I'm gonna keep holding on,나는 계속 붙잡고 있을 거야
I see you,난 널 봐
"(You) Used me as a fragment of your grand design, hey-ayy, yeah","넌 나를 네 거대한 설계의 파편으로 사용했어, 헤이-에이, 예"
I'll wait for you,널 기다릴게
"I saw you, yeah","널 봤어, 그래"
"Whenever you doubt it, I'll be lеtting you know","네가 의심할 때마다, 내가 알려줄게"
If you show me what you been thinkin' of,네가 무슨 생각을 해왔는지 보여준다면
I was all wrong,난 완전히 틀렸어
"Mmm, mm","음, 음"
"Well, I get so confused and frustrated",난 너무 혼란스럽고 답답해
I got you on my mind,난 계속 널 생각해
¿Todo el mundo listo ahora?,모두 지금 준비됐어?
"Need some freedom, freedom, ah, in my life","자유가 필요해, 자유, 아, 내 삶에"
Streetwalking baby,거리 위를 걷는 베이비
And you can't pay to win my love,그리고 네가 내 사랑을 돈으로 살 순 없어
"Is sweeter, is sweeter","더 달콤해, 더 달콤해"
We tend to only miss the sun when walking through the rain,우린 비 오는 길을 걸을 때만 태양을 그리워하잖아
Call my friends but ain't nobody home,친구들에게 전화해도 아무도 집에 없어
I can see your skeleton so clear,너의 골격이 그렇게 선명하게 보여
Yeah,그래
I'll wash his feet with my hair if he needs,그가 원한다면 내 머리카락으로 그의 발을 씻어줄게
"Lights out, follow the noise","불을 끄고, 소리를 따라가"
This time I won't just let you escape from me,이번엔 널 그냥 도망가게 두지 않을 거야
"Word up, talk the talk, just move like we off the wall","워드 업, 말은 간단히, 그냥 벽을 타듯 움직여"
"But, guess what, honey? It's not that easy","하지만 있잖아, 자기야? 그게 그렇게 쉽진 않아"
Know all about the glories and the disgraces,영광과 치욕에 대해 다 알고 있지
Ready to take her place,그녀의 자리를 대신할 준비가 돼 있어
You've been blind to the subject but not blind to me,넌 주제엔 눈멀었지만 날 보진 못했어
For a love we used to share,우리가 함께했던 사랑을 위해
"Locked inside, break out","안에 갇혀 있다가, 터져 나와"
"At teatime, everybody agrees (everybody agrees)","티타임에, 모두가 동의해 (모두가 동의해)"
What do you know?,뭘 알고 있니?
I really thought we had it,정말 우리가 해낼 수 있다고 생각했어
"But you promised her next time, you'll show restraint",하지만 넌 다음번엔 자제하겠다고 약속했지
Every time that I say I'm gonna walk away,내가 떠난다고 말할 때마다
We're just one big family,우린 단지 하나의 큰 가족
"Oh, when I'm like this, you're the one I trust","오, 내가 이럴 때, 넌 내가 믿는 사람이야"
"Na-na-na-na-na, come on","나-나-나-나-나, 어서"
"Tell me now, am I running out of time?","지금 말해줘, 시간이 다했나?"
"Nothing's gonna change, not for me and you",우리 사이엔 아무것도 달라지지 않아
Fireflies,반딧불이들
And I was crying on the staircase,그리고 난 계단에서 울고 있었어
"You push, pull each other's hair, scratch, claw, bit 'em","머리채를 잡아당기고, 긁고, 할퀴고, 깨물어"
You 'bout to blow your cover when you cover up,네가 감추려고 할 때 네 진짜 모습을 드러내고 있어
"Somethin' 'bout, somethin' 'bout","너에겐 뭔가 있어, 뭔가 있어"
"God, I just pray for an overwhelming","하나님, 그 압도적인 은혜를 구합니다"
Because if the whole world was watching I'd still dance with you,세상이 전부 지켜보고 있어도 난 여전히 너와 춤출 거니까
"Ooh, somebody, baby","오, 누군가, 자기야"
"Doesn't make a difference, yeah","상관없어, 그래"
Don't make me fall in love again,다시 사랑에 빠지게 하지 마
Took me swimming in the ocean,넌 날 데려가 바다에서 수영하게 했지
"You should just let me, why you will never let me grow?","넌 그냥 날 놔줘야 해, 왜 날 성장하지 못하게 해?"
Do you remember all the city lights on the water?,물 위에 비친 도시의 불빛들 기억나?
Live every day with joy,매일을 기쁨으로 살아
Maybe somebody is calling us,아마 누군가가 우리를 부르고 있어
"Man is such a fool, why are we saving him?","인간은 정말 바보야, 왜 우린 그를 구하고 있지?"
One time I took a swim in the Nile,한 번은 나일강에서 수영을 했어
Tired of love,사랑에 지쳤어
"It started with ""what's up with you?","너 요즘 어때?""로 시작했어"
There are many things,많은 것들이 있어
Just a bitter taste,그저 씁쓸한 맛만
"Baby, I would die for you (I would die for you, uh)","자기야, 난 널 위해 죽을 거야 (널 위해 죽을 거야, 어)"
Don't wanna wait on it,기다리고 싶지 않아
Looking for them girls with the big old hoops,큰 후프 귀걸이 한 여자들을 찾고 있어
What it takes to come alive,살아나기 위해 필요한 것
I once believed love would be black and white,한때 사랑은 흑백일 거라 믿었어
If I knew one day you'd come,언젠가 네가 올 거라는 걸 알았다면
Friday night and the lights are low,"금요일 밤, 불빛은 낮고"
Release the light,빛을 풀어내
Drew looks at me,드류가 나를 바라봐
I just wanna set you free,나는 그저 너를 자유롭게 하고 싶어
"Thought you were under the radar, but under the chaos",혼란 속에서 들키지 않을 거라 생각했지
I don't know how long I can wait,얼마나 더 기다릴 수 있을지 모르겠어
You'll never know until you try it,시도해보기 전까진 절대 알 수 없어
I'm really lost without you,너 없인 정말 길을 잃었어
"Gardens, flowers-","정원들, 꽃들—"
He a-a-ate my heart (oh-oh; I love that girl),그가 내 심장을 삼켰어 (오-오; 난 그 소녀를 사랑해)
Who you come dey form for? Whoa (mm-hm),넌 누구 앞에서 잘난 척하는 거야? 워 (흠)
Warm winds on a space ride (space ride),우주 여행의 따뜻한 바람 (우주 여행)
I'm so desensitized to feeling these emotions,난 이런 감정에 둔감해졌어
(Lift me),(들어 올려 줘)
"What we gotta do right here is go back, back to the top","지금 우리가 해야 할 건 다시 돌아가는 것, 꼭대기로 돌아가"
She cried,그녀가 울었어
"In my blood, in my blood","내 피 속에, 내 피 속에"
"Let's skip the club, let's skip the crowd","클럽도, 인파도 건너뛰자"
"I would, I would","나는 그럴 거야, 나는 그럴 거야"
"You can win if you want, if you want it, you will win","넌 원한다면 이길 수 있어, 원한다면 넌 이길 거야"
And I'll stay away from you,그럼 나도 너에게서 멀리 떨어질게
How much more do I gotta drink for the pain? (What ya gon' do now?),이 고통을 잊으려면 얼마나 더 마셔야 하지? (이제 뭐 할 거야?)
You take up every corner of my mind,넌 내 마음 구석구석을 차지해
"Those days, it was so much better, oh","그때가 훨씬 좋았어, 오"
Never thought that I would actually miss you,네가 실제로 그리울 거라곤 생각 못했어
"Baby, believe in me","베이비, 날 믿어줘"
"You better than, you better than my darkest sin",넌 내 가장 어두운 죄보다 더 나아
Boy I'm still in love with you,"난 아직도 너를 사랑해, 소년"
"You put your arm around me, for the first time",넌 처음으로 내 팔을 둘러줬어
Disappear again,다시 사라져
And I can take you for a ride (for a ride),널 데려가 줄 수 있어 (태워줄게)
"I told you you could always count on me, darling","네가 언제나 날 믿을 수 있다고 말했지, 자기야"
Bout what you did with her'd get back to me,네가 그녀와 한 짓이 내게 돌아왔고
Them butterflies they come alive when I'm next to you,네 옆에 있으면 나비들이 살아나는 것 같아
Our love is dawning,우리의 사랑이 떠오르고 있어
"Well, I'm a back door man","그래, 난 뒷문 남자야"
"He ate my heart, he a-a-ate my heart out (you amaze me)","그가 내 심장을 삼켰어, 그가 내 심장을 송두리째 삼켰어 (넌 날 놀라게 해)"
I heard from a couple friends,몇몇 친구들에게서 들었어
"Like it's just a dotted line, and I'm supposed to sign","마치 그냥 점선이고, 내가 서명해야 하는 것처럼"
No conversation,대화는 없어
Some like you everybody like Gaga,너 같은 사람도 있고 모두가 좋아하는 가가도 있어
"If I fall in love with all my problems, will they leave me too?","내가 내 모든 문제와 사랑에 빠지면, 그것들도 날 떠날까?"
Just wanna know is love completely off the table?,"그냥 알고 싶어, 사랑이 완전히 끝난 건가?"
Cause you said the brains I had went to my head,"왜냐면 네가 말했잖아, 내가 가진 두뇌가 내 머리로 갔다고"
How it feels,그 기분이 어떤지
"I gotta find that peace, is it too late?","그 평화를 찾아야 해, 너무 늦었나?"
Cause they don't get to spend time with you,그들은 너와 시간을 보낼 수 없으니까
I love the way (I love the way),난 그 방식을 사랑해 (난 그 방식을 사랑해)
"Do a lil' spin, do it again, shit","작게 빙글 돌아, 다시 해, 쉿"
You were the shadow to my light,넌 내 빛에 드리운 그림자였어
We can turn a breakup into an outbreak,우린 이별을 발발로 바꿀 수 있어
"Have you all on top of me, acting like it's not that deep","네가 내 위에 올라타서, 그게 그렇게 깊지 않은 것처럼 행동하길 바래"
"I wanna roll with him, a hard pair we will be","난 그와 함께 굴리고 싶어, 우린 강한 한 쌍이 될 거야"
If I hadn't once been just like her,한때 내가 그녀 같지 않았다면
I had a premonition that we fell into a rhythm,우리가 리듬에 빠질 거라는 예감을 느꼈어
I'll be your girl,난 네 여자야
Heard it's her man too,그녀의 남자라던데
"Close your eyes, let go, and count to ten",눈을 감고 놓고 열을 세어
The stakes is higher,위험이 더 커졌어 (헤이)
Got my addictions (my addictions),중독이 있어 (내 중독들)
And it would've felt like,그리고 그건 그런 느낌이었을 거야
Swirl around as if I'm someone else,마치 다른 사람인 양 빙글빙글 돌아
"Tonight, I wanna get nasty","오늘 밤, 난 거칠게 가고 싶어 (오, 헤이)"
Oh baby you keep a-running away,"오 자기야, 넌 계속 도망가고 있어"
"Oh, skate to me, baby (skate)","오, 내게 미끄러지듯 와, 자기야 (스케이트)"
Check this hand 'cause I'm marvelous,"이 패를 봐, 난 멋지니까"
Tune as old as song,노래만큼 오래된 멜로디
"Word on the street, Santa's coming tonight","거리 소문에 따르면, 산타가 오늘 밤에 와"
"Help me out, don't let me down","날 도와줘, 날 실망시키지 마"
Give you all I've got,너에게 내 전부를 줄게
Rolling on like a Rolling Stone,롤링 스톤처럼 굴러가
"I'm like ooh, ooh-ooh-ooh-ooh","난 이렇게 돼버려, 오오-오-오-오"
I just want it back the way it was before,예전 그대로로 되돌리고 싶어
I drew a line,선을 그었어
So keep on runnin' around,그러니 계속 돌아다녀
"Picking my head up, getting nowhere",고개를 들어도 아무 데도 닿지 않아
"For too long, that's wrong","너무 오랫동안, 그건 잘못이야"
Cause I haven't moved in years,왜냐하면 난 몇 년째 움직이지 않았으니까
So I think some of you need to act bold,난 일부러 용기 있게 행동해야 한다고 생각해
"Baby, I'm okay, baby, I'm okay","베이비, 난 괜찮아, 베이비, 난 괜찮아"
"Baby girl, yuh a carry ten ton a phatness, gimme some a dat","베이비 걸, 넌 열 톤의 매력을 지녔어, 그중 조금만 줘"
"I know someday I'm gonna meet her, it's a fever dream","언젠가 그녀를 만나게 될 걸 알아, 그건 열병 같은 꿈이야"
Chestnuts roasting on an open fire,통나무 불에 군밤이 구워지고
Reindeer's flying through the sky so high,순록이 하늘 높이 날아오르고 있어
And so the comedown plays,그리고 그렇게 하강이 흘러
"So don't fear, don't you worry 'bout a thing","그러니 두려워하지 마, 아무 걱정 하지 마"
"Until the night is over, until the night is over","밤이 끝날 때까지, 밤이 끝날 때까지"
Don't you know I'm loco?,나 미친 거 몰라?
"I've been working later, I've been drinking stronger","늦게까지 일하고, 술은 더 세게 마셔"
If they had a friend like Ben,벤 같은 친구가 있었다면
All that I can say for you,내가 너에게 말할 수 있는 모든 것
It turns out freedom ain't nothing but missing you,알고 보니 자유란 결국 널 그리워하는 것뿐이었어
"(They know, 'cause they know, 'cause they know)","(그들은 알아, 그들이 알기 때문에, 그들이 알기 때문에)"
"Look at my natural, I'm so exotic","내 자연스러움을 봐, 난 정말 이국적이야"
Or should I assume you know exactly how you said it?,아니면 네가 말한 그대로였다고 생각해야 할까?
"My whole life got me ready for you, ooh, ooh-ooh-ooh-ooh","내 온 삶이 널 위해 준비되어 있었어, 오-오오-오-오"
And then,그리고 나서
"We could work a miracle, oh, hmm-yeah","우린 기적을 만들 수도 있어, 오, 흠-예"
"I am here, right here (I'll never let you go)","내가 여기 있어, 바로 여기 (널 절대 놓지 않을게)"
Got me wishing that he wasn't,그가 아니었으면 하고 바랐지
It's easy to get lost in it,그 안에서 길을 잃기 쉬워
"Honey, come set me free","허니, 날 자유롭게 해줘"
"A one hill from Pepsi, they see",펩시에서 한 언덕 떨어진 곳에서 그들은 보지
Red lips and rosy cheeks,붉은 입술과 불그스름한 볼
Back to where we came from (came from),우리가 온 그곳으로 돌아가 (왔던 곳으로)
A truth so loud you can't ignore,무시할 수 없는 큰 진실
There are ways to get there,그곳에 도달할 방법이 있어
A sight of a soul when it's breakin,깨지는 영혼의 광경
It's not like I can describe what's going on,무슨 일이 일어나는지 설명할 수 있는 건 아니야
"Yeah, yeah, yeah, yeah, yeah, yeah","그래, 그래, 그래, 그래, 그래, 그래"
If you're feeling when I'm free,내가 자유로울 때 네가 느낀다면
Neither of us planned it,우리 둘 다 계획하지 않았던 일이야
"And you ain't ever gonna come down (you ain't ever, you ain't ever)","그리고 넌 절대 내려오지 않아 (절대, 절대)"
"Cause I am feeling one thing, your lips on my lips","내가 느끼는 건 단 하나, 네 입술이 내 입술에 닿는 것"
Cause all I ever wanted was love,왜냐면 내가 항상 원했던 건 사랑뿐이니까
"One time, I took a swim in the Nile (one time, I took in a swim in the Nile)","한 번은, 나일강에서 수영을 했어 (한 번은, 나일강에서 수영을 했어)"
You're putting me in the spotlight,넌 날 스포트라이트에 세웠지만
Don't let me leave when I'm standing at your door,네 문 앞에 서 있을 때 날 떠나게 하지 마
"Tell me, do you ever miss me when I'm gone? (Gone)","말해줘, 내가 없을 때 날 그리워하니? (없을 때)"
And turn away when I look into your eyes,내 눈을 피하는 건 왜일까
Would he treat you like I would? (I would),그가 널 내 방식대로 대하겠니? (난 그럴 거야)
When you don't listen,네가 듣지 않을 때
All gone,모두 사라졌어
When there's something really wrong,무언가 정말 잘못되었을 때
